0 0 0
-2.42797 0 9.97507

0 0 0
-1.58139 0 9.98449

0 0 0
0 0 9.99928

-1.58139 0 9.98449
-2.40105 0 17.3395

-2.40105 0 17.3395
-3.82331 0 73.2219

-3.82331 0 73.2219
-2.938 0 80.0003

-2.938 0 80.0003
-1.02129 0 89.9992

0 0 0
-1.51719 0 9.9848

0 0 0
-3.23877 0 9.96791

-2.42797 0 9.97507
-3.59062 0 16.8875

-3.59062 0 16.8875
-6.11334 0 74.6571

-1.51719 0 9.9848
-2.30777 0 17.3669

0 0 9.99928
-0.0240482 0 17.7049

-6.11334 0 74.6571
-5.04547 0 80.0004

-2.30777 0 17.3669
-3.66297 0 73.1458

-3.23877 0 9.96791
-4.64645 0 16.3373

-0.0240482 0 17.7049
-0.196011 0 72.2976

-4.64645 0 16.3373
-8.67652 0 77.0482

-0.196011 0 72.2976
-0.152812 0 80.0001

-3.66297 0 73.1458
-2.80316 0 79.9997

-8.67652 0 77.0482
-7.87972 0 80.0004

-5.04547 0 80.0004
-2.07361 0 89.9997

-2.80316 0 79.9997
-0.96315 0 90.0009

-0.152812 0 80.0001
-0.0712877 0 89.9993

-7.87972 0 80.0004
-3.78735 0 89.9992

0 0 0
0.0628419 0 10.0015

0 0 0
-1.45305 0 9.9847

0.0628419 00  0 10.0015
0
-2.361950.0720954  00  9.9762

17.7048

0 0 0
-3.16957 0 9.96761

-1.45305 0 9.9847
-2.21431 0 17.3939

-2.21431 0 17.3939
-3.50437 0 73.0735

0.0720954 0 17.7048
-0.0595363 0 72.2944

-0.0595363 0 72.2944
-0.054119 0 80.0001

-0.054119 0 80.0001
-0.0438996 0 89.9997

-3.50437 0 73.0735
-2.67111 0 79.9999

-2.67111 0 79.9999
-0.90794 0 90.0004

0 0 0
-1.3893 0 9.98655

0 0 0
0.125681 0 10.0009

-2.36195 0 9.9762
-3.50071 0 16.9276

-3.16957 0 9.96761
-4.55997 0 16.3872

-4.55997 0 16.3872
-8.44222 0 76.7942

-8.44222 0 76.7942
-7.59691 0 80.0004

-7.59691 0 80.0004
-3.60718 0 89.9995

0.125681 0 10.0009
0.168227 0 17.7041

0.168227 0 17.7041
0.0769619 0 72.2953

-3.50071 0 16.9276
-5.9217 0 74.5123

-5.9217 0 74.5123
-4.85503 0 80.0004

0.0769619 0 72.2953
0.0445749 0 80.001

-1.3893 0 9.98655
-2.12077 0 17.4203

-2.12077 0 17.4203
-3.3473 0 73.0067

-3.3473 0 73.0067
-2.54176 0 80.0009

-2.54176 0 80.0009
-0.855166 0 90.0001

0 0 0
-3.10122 0 9.96912

0.0445749 0 80.001
-0.0165204 0 90.0004

-4.85503 0 80.0004
-1.96851 0 89.9998

0 0 0
-1.32543 0 9.98681

-3.10122 0 9.96912
-4.47342 0 16.4365

-4.47342 0 16.4365
-8.21176 0 76.5529

-8.21176 0 76.5529
-7.32405 0 80.0003

-7.32405 0 80.0003
-3.4345 0 90.0004

-1.32543 0 9.98681
-2.02691 0 17.445

0 0 0
-2.29602 0 9.97691

-2.02691 0 17.445
-3.19217 0 72.9412

0 0 0
0.188561 0 10.0023

0 0 0
-3.03297 0 9.97016

-2.29602 0 9.97691
-3.41055 0 16.9673

-3.19217 0 72.9412
-2.41525 0 80

-2.41525 0 80
-0.804454 0 89.9996

0 0 0
-1.26161 0 9.98666

-3.41055 0 16.9673
-5.73287 0 74.3742

-3.03297 0 9.97016
-4.38656 0 16.4853

0.188561 0 10.0023
0.264348 0 17.7004

-5.73287 0 74.3742
-4.67022 0 79.9998

-1.26161 0 9.98666
-1.93267 0 17.4668

0.264348 0 17.7004
0.213536 0 72.2979

0.213536 0 72.2979
0.143366 0 80.0002

-1.93267 0 17.4668
-3.03913 0 72.8818

-4.67022 0 79.9998
-1.8678 0 90.0008

-4.38656 0 16.4853
-7.98521 0 76.3198

0.143366 0 80.0002
0.0109288 0 90.0001

-3.03913 0 72.8818
-2.29195 0 79.999

-7.98521 0 76.3198
-7.05984 0 80.0001

0 0 0
0.251462 0 10.0033

0 0 0
-2.23016 0 9.97718

-2.29195 0 79.999
-0.756132 0 90.0007

-7.05984 0 80.0001
-3.26907 0 89.9998

-2.23016 0 9.97718
-3.31995 0 17.0052

-3.31995 0 17.0052
-5.54718 0 74.2419

-5.54718 0 74.2419
-4.49091 0 79.999

-4.49091 0 79.999
-1.77196 0 90.0008

0 0 0
-1.19798 0 9.98729

0.251462 0 10.0033
0.360446 0 17.6963

0 0 0
-2.1649 0 9.97934

0 0 0
-2.96483 0 9.97074

-1.19798 0 9.98729
-1.83854 0 17.4904

0.360446 0 17.6963
0.350269 0 72.3029

-2.1649 0 9.97934
-3.22927 0 17.0426

-2.96483 0 9.97074
-4.2994 0 16.5336

-1.83854 0 17.4904
-2.88693 0 72.8241

-4.2994 0 16.5336
-7.76274 0 76.0994

0.350269 0 72.3029
0.242356 0 80.0002

-3.22927 0 17.0426
-5.36383 0 74.1164

-2.88693 0 72.8241
-2.17008 0 79.9997

-5.36383 0 74.1164
-4.31629 0 79.9992

-7.76274 0 76.0994
-6.80537 0 79.9998

-4.31629 0 79.9992
-1.68036 0 90.0009

0.242356 0 80.0002
0.038537 0 90.0001

0 0 0
0.314384 0 10.0039

-2.17008 0 79.9997
-0.709566 0 90.0006

0 0 0
-2.09921 0 9.97875

-6.80537 0 79.9998
-3.11111 0 89.9999

-2.09921 0 9.97875
