0 0 0
-0.162698 0 1.02723

0 0 0
-0.153899 0 1.02365

0 0 0
-0.145339 0 1.0212

0 0 0
-0.136826 0 1.01868

0 0 0
-0.128516 0 1.01731

0 0 0
-0.119948 0 1.01343

0 0 0
-0.111717 0 1.01192

0 0 0
-0.103517 0 1.01034

0 0 0
-0.095349 0 1.00869

0 0 0
-0.0872133 0 1.00697

0 0 0
-0.0792061 0 1.00641

0 0 0
-0.0712132 0 1.00578

0 0 0
-0.0631584 0 1.00387

0 0 0
-0.0552051 0 1.00312

0 0 0
-0.0472675 0 1.0023

0 0 0
-0.0393461 0 1.00142

0 0 0
-0.0314414 0 1.00048

0 0 0
-0.0235828 0 1.0007

0 0 0
-0.0157227 0 1.00085

0 0 0
-0.00786157 0 1.00095

0 0 0
0 0 1.00098

0 0 0
0.00786157 0 1.00095

0 0 0
0.0157227 0 1.00085

0 0 0
0.0235828 0 1.0007

0 0 0
0.0314414 0 1.00048

0 0 0
0.0393461 0 1.00142

0 0 0
0.0472675 0 1.0023

0 0 0
0.0552051 0 1.00312

0 0 0
0.0631584 0 1.00387

0 0 0
0.0712132 0 1.00578

0 0 0
0.0792061 0 1.00641

0 0 0
0.0872133 0 1.00697

0 0 0
0.095349 0 1.00869

0 0 0
0.103517 0 1.01034

0 0 0
0.111717 0 1.01192

0 0 0
0.119948 0 1.01343

0 0 0
0.128516 0 1.01731

0 0 0
0.136826 0 1.01868

0 0 0
0.145339 0 1.0212

0 0 0
0.153899 0 1.02365

0 0 0
0.162698 0 1.02723

